province;red;green;blue;x;x
6830;134;205;237;Jiaozhou;
6831;141;148;82;Haiyang;
6832;87;24;91;Chengyang;
6833;222;67;199;Baimadao;
6834;169;120;41;Lushangcun;
6835;212;171;0;Rizhao;
6836;237;222;100;Donghai;
6837;40;49;105;Lianyungang;
6838;252;77;173;Linyi;
6839;225;87;103;Xiaodun;
6840;109;243;199;Xiangshui;
6841;249;112;158;Yancheng;
6842;57;117;138;Suqian;
6843;51;114;92;Sihong;
6844;95;62;29;Huaibei;
6845;184;223;7;Suzhou;
6846;202;20;251;Mengjin;
6847;204;56;80;Donfeng;
6848;223;73;140;Xinmi;
6849;87;18;90;Yanshi;
6850;58;18;79;Gongyi;
6851;218;52;148;Xingyang;
6852;51;111;114;Zhengzhou;
6853;158;52;61;Zhongyaocun;
6854;68;95;253;Xuchang;
6855;97;227;109;Pingdingshan;
6856;225;214;194;Shiyan;
6857;138;122;142;Zhumadian;
6858;27;114;5;Xinyang;
6859;94;118;253;Shangqiu;
6860;160;37;239;Bozhou;
6861;82;16;88;Zhoukou;
6862;22;93;61;Bengbu;
6863;140;248;211;Wuhe;
6864;24;83;93;Mingguang;
6865;194;96;59;Xuyi;
6866;80;158;50;Jinhu;
6867;145;9;3;Yangzhou;
6868;68;115;37;Pukou;
6869;69;33;154;Changzhou;
6870;254;11;100;Wuxi;
6871;106;135;157;Huzhou;
6872;145;230;228;Xuancheng;
6873;17;142;130;Pengze;
6874;21;192;84;Hukou;
6875;182;165;242;Dalongxiang;
6876;231;111;47;Lu_an;
6877;167;211;15;Yiyang;
6878;37;172;173;Changde;
6879;198;151;242;Zhangjiajie;
6880;6;5;161;Enshi;
6881;251;190;149;Yidu;
6882;239;123;95;Xiaogan;
6883;0;122;70;Xianning;
6884;198;190;231;Ezhou;
6885;193;112;248;Huangshi;
6886;95;94;161;Jiujiang;
6887;1;70;138;Fuzhou;
6888;222;169;145;Jingdezhen;
6889;203;198;37;Jiaxing;
6890;111;233;231;Xiaoshan;
6891;22;185;17;Zhuji;
6892;74;7;238;Quzhou;
6893;19;15;247;Jinhua;
6894;170;37;108;Taizhou;
6895;89;62;62;Ningde;
6896;153;240;74;Putian;
6897;69;6;26;Longhai;
6898;71;180;34;Banlong;
6899;201;30;90;Shantou;
6900;11;106;11;Jieyang;
6901;12;205;163;Shanwei;
6902;203;71;147;Shenzhen;
6903;7;143;42;Dongguan;
6904;133;176;196;Foshan;
6905;38;201;112;Sanya;
6906;244;97;240;Dongfang;
6907;100;83;143;Maoming;
6908;37;191;239;Yangjiang;
6909;125;0;32;Guiping;
6910;29;105;96;Shizuizhen;
6911;181;16;90;Wuzhou;
6912;88;157;143;Zhaoqing;
6913;127;97;16;Quang_Yen;
6914;251;65;22;Roka_Ar;
6915;223;247;223;Mo_Cay;
6916;112;236;94;Can_Tho;
6917;160;184;113;Long_Xuyen;
6918;201;168;98;My_Hiep ;
6919;138;10;28;Cao_Lanh;
6920;217;28;140;Chrum;
6921;205;27;185;Loiet;
6922;251;6;40;Ben_Tre;
6923;12;55;135;Ban_Mai;
6924;224;62;30;Ile_Saint_Louis;
6925;201;73;72;Upper_Thames_River;
6926;252;191;11;Lower_Seine_River;
6927;95;119;55;Notre-Dame;
6928;3;124;107;Arsenal;
6929;237;125;140;Lambeth;
6930;216;30;145;Murano;
6931;124;58;219;Rodosto;
6932;57;52;127;Galata;
6933;38;211;220;graham_island;
6934;169;163;116;moresby_island;
6935;193;93;161;San_Gimignano;
6936;32;97;23;Min_Buri;
6937;245;184;12;Bang_Khae;
6938;73;56;110;Samut_Sakhon;
6939;5;141;45;Bang_Na;
6940;21;209;24;Ngwesaung;
6941;216;167;156;Yenangyaung;
6942;163;120;36;Highlands;
6943;107;120;95;Ben Nevis;
6944;187;241;26;Cairn Toul;
6945;224;174;148;Ben Lawers;
6946;106;151;142;Ben Lomond;
6947;139;45;26;Merrick;
6948;122;216;92;Penines;
6949;245;235;2;Brecon Beacons;
6950;35;84;174;Snowdonia;
6951;57;66;230;Hoorn;
6952;70;46;43;Zag;
6953;158;2;45;Walatah;
6954;141;165;85;Tazirbu;
6955;169;204;56;Buzaymah;
6956;233;128;224;Bezima Salt Lake;
6957;86;117;185;Ennedi_Est;
6958;1;49;183;Al-Jawf;
6959;247;60;218;Wath;
6960;29;110;181;Oum El Assel;
6961;171;161;125;Chegga;
6962;204;84;17;Bir Gandouz;
6963;68;114;191;Guerguerat;
6964;39;115;149;Laayoune;
6965;114;179;27;Al Mahbes;
6966;111;226;98;Bir Moghrein;
6967;67;193;24;Zouerat;
6968;232;228;7;Tichla;
6969;174;6;61;Choum;
6970;2;8;165;Egyptian Lakes;
6971;203;162;4;Saipan;
6972;195;113;95;Darfur;
6973;43;143;246;Kartoum;
6974;53;35;116;Buda;
6975;251;93;170;Kremlin;
6976;254;196;121;Citta del Vaticano;
6977;131;189;22;Fernao de Loronha;
6978;182;88;153;Atol das Rocas;
6979;175;221;233;Sigmaringen;
6980;177;23;181;Paracel Islands;
6981;234;169;168;Spratly Islands;
6982;133;249;56;Rifleman Bank;
6983;63;21;201;Bataan;
6984;191;114;51;Kinmen;
6985;71;126;38;Penghu;
6986;86;193;208;Zhejiang_Canal;
6987;39;109;216;Jiangnan_Canal;
6988;71;145;208;Yangzhou_Canal;
6989;51;210;212;Bian_Canal;
6990;25;141;206;Tongji_Canal;
6991;38;64;169;Tongui_Canal;
6992;11;132;185;Jiao-Lai_Canal;
6993;42;170;234;Yongji_Canal;
6994;49;89;210;Dongping_Lake;
6995;55;90;220;Jizhou_Canal;
6996;9;105;127;Yellow_River;
6997;83;140;239;Nansi_Lake;
6998;77;153;3;Northern Territory;
6999;215;148;114;Western Territory;
7000;49;227;186;Rio_Branco;
7001;100;100;83;Caltanissetta;
7002;100;100;158;Catania;
7003;100;100;238;Catanzaro;
7004;100;100;33;Metera;
7005;100;100;108;Lecce;
7006;100;100;183;Brindisi;
7007;100;100;58;Barletta;
7008;100;100;133;Melfi;
7009;100;100;208;Cilento;
7010;200;15;8;Bucegi;
7011;200;200;83;SanSevero;
7012;200;200;158;Benevento;
7013;200;200;238;Chieti;
7014;200;200;33;Teramo;
7015;200;200;108;Marsica;
7016;200;200;183;Sora;
7017;200;200;58;Gaeta;
7018;189;213;20;El Rocio;
7019;200;200;208;Sabina;
7020;100;100;7;Campagna;
7021;100;100;82;Orvieto;
7022;100;100;157;Terni;
7023;199;103;123;Rossio ao Sul do Tejo;
7024;100;100;32;Norcia;
7025;100;100;107;Pesaro;
7026;100;100;182;Camerino;
7027;100;100;57;Fabriano;
7028;100;100;132;Faenza;
7029;100;100;207;Gubbio;
7030;200;200;7;Macerata;
7031;200;200;82;Forli;
7032;200;200;157;Rimini;
7033;200;200;237;TuscanRomagna;
7034;200;200;32;Carpegna;
7035;200;200;107;CittadiCastello;
7036;200;200;182;Faligno;
7037;200;200;57;Fermo;
7038;200;200;132;Bonifacio;
7039;200;200;207;Chiusi;
7040;100;100;6;Corte;
7041;100;100;81;Orbetello;
7042;100;100;156;Grosetto;
7043;100;100;236;Castiglione;
7044;100;100;31;MassaMarittima;
7045;100;100;106;Bardi;
7046;100;100;181;Cortona;
7047;100;100;56;PratoPistoia;
7048;100;100;131;Tortona;
7049;100;100;206;NEFlorence;
7050;200;200;6;Sovana;
7051;200;200;81;Volterra;
7052;200;200;156;AlbaPiedmont;
7053;200;200;236;Finale;
7054;200;200;31;Oneglia ;
7055;200;200;106;LaSpezia;
7056;200;200;181;MonacoVentimiglia;
7057;200;200;56;Piacenza;
7058;200;200;131;Alessandria;
7059;200;200;206;Fivizzano;
7060;100;100;5;Bobbio;
7061;100;100;80;Acqui;
7062;100;100;155;Ceva;
7063;100;100;235;Mondovi;
7064;100;100;30;Tende;
7065;100;100;105;Chivasso;
7066;100;100;180;Chieri;
7067;100;100;55;ReggioEmilia;
7068;100;100;130;CorreggioGuastalla;
7069;202;57;41;Kara;
7070;200;200;5;Asti;
7071;200;200;80;Pinerolo;
7072;200;200;155;Ivrea;
7073;228;210;102;Atakpame;
7074;200;200;30;Gerede;
7075;200;200;105;Vercelli;
7076;200;200;180;Chioggia;
7077;240;236;9;Tosya;
7078;200;200;130;Lodi;
7079;200;200;205;Biella;
7080;100;100;4;Ossola;
7081;100;100;79;Polesine;
7082;100;100;154;Pazin;
7083;100;100;234;ValCamonica;
7084;100;100;29;Lagarina;
7085;100;100;104;Vicenza;
7086;100;100;179;Pordenone;
7087;100;100;54;Ceneda;
7088;100;100;129;Cadore;
7089;100;100;204;Feltre;
7090;200;200;4;Rovigno;
7091;200;200;79;Tolmino;
7092;61;197;173;Visk;
7093;200;200;234;Brixen;
7094;200;200;29;Belluno;
7095;200;200;104;Sulcis;
7096;200;200;179;Udine;
7097;200;200;54;Nuoro;
7098;200;200;129;Tolmezzo;
7099;200;200;204;Ogliastra;
7100;100;100;3;Koroni;
7101;100;100;78;Messenia;
7102;100;100;153;Arcadia;
7103;31;247;4;Porto_Novo;
7104;166;135;26;Bohicon;
7105;213;20;57;Azove;
7106;100;100;178;Rettimo;
7107;100;100;53;Sitia;
7108;100;100;128;Neopatras;
7109;100;100;203;Karystos;
7110;200;200;3;Oreoi;
7111;200;200;78;Boeotia;
7112;200;200;153;Naupaktos;
7113;200;200;233;ZetounionBodonitsa;
7114;200;200;28;Salona;
7115;200;200;103;Acarnania;
7116;228;71;121;Dapaong;
7117;200;200;53;Demetrias;
7118;200;200;128;Pharsala;
7119;183;11;40;Telimele;
7120;100;100;2;Chalkidiki;
7121;37;118;24;Boffa;
7122;100;100;152;Veroia;
7123;100;100;232;MacedonianEdessa;
7124;100;100;27;ServiaKozani;
7125;100;100;102;Lefkada;
7126;100;100;177;Zakynthos;
7127;100;100;52;Kavala;
7128;100;100;127;Drama;
7129;100;100;202;Xanthi;
7130;200;200;2;Evros;
7131;150;88;87;Bossangoa;
7132;200;200;152;Thesprotia;
7133;200;200;232;Metsovo;
7134;200;200;27;Ainos;
7135;200;200;102;Gokirmak;
7136;200;200;177;Rhaidestos;
7137;200;200;52;Selymbria;
7138;200;200;127;Bizye;
7139;200;200;202;Sozopolis;
7140;100;100;1;Butrint;
7141;100;100;76;Gjirokaster;
7142;100;100;151;Korce;
7143;100;100;231;CutProvinceFier;
7144;100;100;26;Peshkopi;
7145;100;100;101;Inebolu;
7146;100;100;176;Prilep;
7147;100;100;51;Kratovo;
7148;100;100;126;Shtip;
7149;100;100;201;Kopsis;
7150;200;200;1;Kran;
7151;200;200;76;Asenovgrad;
7152;200;200;151;Ormenio;
7153;202;89;133;Bria;
7154;200;200;26;Karvuna;
7155;200;200;101;Yambol;
7156;200;200;176;SlivenKarnobatLozonets;
7157;200;200;51;Ludogorie;
7158;200;200;126;Shumen;
7159;200;200;201;ChervenRuse;
7160;99;159;22;Siargao;
7161;70;127;21;Batanes Islands;
7162;159;213;19;Orchid;
7163;100;100;103;Monemvasia;
7164;179;37;47;Kowloon;
7165;179;99;35;Surigao del Sur;
7166;11;89;230;Agusan del Norte;
7167;17;101;84;Misamis Oriental;
7168;242;83;108;Davao Oriental;
7169;200;154;202;Compostela Valley;
7170;40;13;29;Karakelong;
7171;31;37;157;Davao del Sur;
7172;67;171;173;Cotabato;
7173;52;95;43;Davao Occidental;
7174;53;130;22;Sarangani;
7175;112;156;108;Cotabato del Sur;
7176;135;187;36;Sultan Kudarat;
7177;177;94;87;Lanao del Sur;
7178;212;250;71;Misamis Occidental;
7179;163;144;32;Zamboanga del Sur;
7180;253;120;130;Zamboanga Sibugay;
7181;39;130;156;Camiguin;
7182;25;247;0;Siquijor;
7183;11;159;227;Biliran;
7184;26;94;230;Guimaras;
7185;93;10;5;Agutaya & Cuyo Islands;
7186;99;96;175;Lake Mainit;
7187;67;144;181;Lake Lana;
7188;86;125;15;Nueva Ecija;
7189;112;80;1;Calamian Islands;
7190;50;200;25;Cembalo;
7191;50;200;100;Guzliev;
7192;50;200;175;Solkhat;
7193;112;1;1;Ichki;
7194;50;200;50;Kinburn;
7195;50;200;125;Berezan;
7196;50;200;200;Ekaterinoslav ;
7197;50;200;75;Voznesensk;
7198;50;200;150;KryvyiRih;
7199;50;200;225;Kropyvnytskyi ;
7200;100;50;25;KyzylYar;
7201;100;50;100;Mariupol;
7202;100;50;175;Donetsk;
7203;100;50;250;Taganrog;
7204;100;50;50;Luhansk;
7205;100;50;125;BelskaSloboda;
7206;100;50;200;Uman;
7207;100;50;75;Ostrog;
7208;100;50;150;Medzhybizh;
7209;100;50;225;Rybnytsia;
7210;100;150;25;MedininkaiVarniai;
7211;100;150;100;Wizajny;
7212;100;150;175;Jubarkas;
7213;100;150;250;Birzai;
7214;100;150;50;Drysa;
7215;100;150;125;Lepiel;
7216;100;150;200;Braslaw;
7217;100;150;75;Orsha;
7218;100;150;150;Vileyka;
7219;100;150;225;Myadzel;
7220;150;50;25;Zaslawye;
7221;150;50;100;Lahoysk;
7222;150;50;175;Drutsk;
7223;150;50;250;Vawkavytsk;
7224;150;50;50;Slonim;
7225;150;50;125;Mahilna;
7226;150;50;200;KletskKapyl;
7227;150;50;75;Byalynichy;
7228;121;1;1;Olevsk;
7229;150;50;225;Chavusy;
7230;150;100;25;Kobryn;
7231;150;100;100;Svisloch;
7232;150;100;175;Luninets;
7233;150;100;250;Pietrykaw;
7234;150;100;50;Svietlahorsk;
7235;150;100;125;Rahachow;
7236;150;100;200;Rechytsa;
7237;150;100;75;Brahin;
7238;150;100;150;Krychaw;
7239;150;100;225;YuriyevBilaTserka;
7240;150;150;25;Chachersk;
7241;150;150;100;Mazyr;
7242;150;150;175;Chernobyl;
7243;150;150;250;Ratne;
7244;150;150;50;Stepan;
7245;150;150;125;Dubrovytsia;
7246;150;150;200;Vozvyahel;
7247;4;187;148;Ngere;
7248;150;150;150;Sosnytsia;
7249;150;150;225;Putyvl;
7250;150;200;25;Boryspil;
7251;122;1;1;Oleksandriia;
7252;150;200;175;Hadyach;
7253;150;200;250;KaminKashyrskyi;
7254;150;200;50;Ushytsia;
7255;150;200;125;Myrhorod;
7256;150;200;200;Kremenchuk;
7257;150;200;75;Samaraii;
7258;150;200;150;Chuhuiv;
7259;150;200;225;Korsun;
7260;153;151;17;Bete;
7261;224;158;187;Baule;
7262;200;50;175;DrohiczynBielsk;
7263;200;50;250;BialaPodlaskie;
7264;200;50;50;Nur;
7265;223;55;212;Anyi;
7266;200;50;200;Szczebrzeszyn;
7267;200;50;75;Sanok;
7268;200;50;150;Peremyl;
7269;200;50;225;Rohatyn;
7270;200;150;25;Sambir;
7271;200;150;100;Terebovlia;
7272;200;150;175;Zalishchysky;
7273;200;150;250;Pokuttia;
7274;200;150;50;Bukovina;
7275;200;150;125;Khotyn;
7276;200;150;200;Focsani;
7277;200;150;75;Bender;
7278;200;150;150;Moncastro;
7279;200;150;225;Transdniestria;
7280;91;106;209;Huaihe_River;
7281;18;150;210;Yangtze_River;
7282;25;47;187;Xijiang_River;
7283;47;89;233;Lower_Mekong_River;
7284;15;57;190;Chao_Phraya_River;
7285;22;36;245;Brahmaputra_River;
7286;71;88;186;Padma_River;
7287;53;117;240;Meghna_River;
7288;8;212;231;Hooghly_River;
7289;56;49;239;Ganges_River;
7290;8;12;216;Lower_Indus_River;
7291;43;135;152;Jhelum_River;
7292;111;162;188;Tetulia_River;
7293;11;20;226;Tigris_River;
7294;65;172;254;Lower_Central_Euphrates_River;
7295;115;202;244;Tigris_Euphrates_Delta;
7296;116;189;231;Jordan_River;
7297;240;101;56;Upper_Euprates;
7298;188;210;14;Upper_Indus_River;
7299;154;51;144;Indus_Estuary;
7300;2;88;204;Zambezi_River;
7301;67;152;192;Lower_Congo_River;
7302;50;149;186;Niger_Delta;
7303;11;71;244;Lower_Niger_River;
7304;47;94;248;Benue_River;
7305;147;187;233;Ubangi_River;
7306;136;221;177;Tagus Estuary;
7307;98;131;9;Tagus River;
7308;169;238;136;Po Estuary;
7309;19;116;244;Po River;
7310;91;13;112;Vistula Estuary;
7311;190;91;68;Vistula River;
7312;160;90;174;Ems Estuary;
7313;85;28;53;Guadalquivir Estuary;
7314;15;111;60;Marbach;
7315;153;61;29;Wetzlar;
7316;62;164;78;Koper;
7317;165;208;175;Wesel;
7318;91;77;199;Tirschenreuth;
7319;198;224;115;Dachau;
7320;179;54;85;Henneberg;
7321;100;113;241;Uruguay_River;
7322;5;130;254;Upper_Lower_Parana_River;
7323;98;232;233;Amazon_Delta;
7324;10;108;251;Lower_Amazon_River;
7325;41;124;232;Xingu_River;
7326;106;254;237;Furo_Santa_Maria_Delta;
7327;109;146;224;Upper_Tocantins_River;
7328;82;113;192;Lower_Central_Tapajos_River;
7329;27;57;112;Arapiuns_River;
7330;56;175;218;Madeira_River;
7331;46;10;227;Purus_River;
7332;34;179;204;Negro_River;
7333;70;73;217;Central_Japura_River;
7334;5;165;185;Orinoco_Delta;
7335;26;74;249;Orinoco_River;
7336;36;49;228;Mississippi_Delta    ;
7337;15;194;202;Lower_Mississippi_River;
7338;108;175;196;Rio_Grande_River;
7339;77;161;205;Hudson_River;
7340;84;234;227;Central_St_Lawrence_River ;
7341;27;76;119;Niagara_River;
7342;67;217;248;Detroit_River;
7343;66;157;229;Lake_St_Clair;
7344;5;94;254;St_Clair_River;
7345;1;53;163;Lake_Melville;
7346;60;102;170;Churchill_River;
7347;2;182;245;Nelson_River;
7348;76;190;177;Churchill_River_II;
7349;8;236;214;Thelon_River;
7350;85;242;235;Mackenzie_River;
7351;155;232;221;Yukon_River;
7352;50;174;182;Murray_River;
7353;32;205;226;Sea_of_Galilee;
7354;25;201;249;Columbia_River;
7355;52;149;247;Fraser_River;
7356;117;111;177;Long_Island_Sound;
7357;120;192;147;Cap-Vert;
7358;229;91;173;Thies;
7359;12;224;206;Louga;
7360;116;118;70;Diourbel;
7361;11;92;182;Kaolack;
7362;211;232;201;Kerewan;
7363;9;60;145;Janjanbureh;
7364;122;171;28;Banjul;
7365;28;88;93;Brikama;
7366;121;240;159;Upper River  ;
7367;235;23;20;Kolda;
7368;201;252;73;Cacheu;
7369;126;184;87;Oio;
7370;183;53;42;Biombo;
7371;194;44;236;Bafata;
7372;44;15;136;Tombali;
7373;103;176;225;Quinara;
7374;156;175;217;Bolama;
7375;119;51;10;Labe;
7376;5;22;125;Mamou;
7377;30;179;237;Volta;
7378;17;133;122;Faranah;
7379;236;85;153;Freetown;
7380;178;30;246;Kono;
7381;188;155;19;Bonthe;
7382;184;109;45;Nzerekore;
7383;66;121;219;Lofa;
7384;200;41;17;Bong;
7385;88;160;123;Upper_Niger;
7386;231;74;52;Central_Niger_River;
7387;40;99;90;Upper_Congo_River;
7388;102;242;235;Central_Nile_River;
7389;225;101;158;Kuwait_Bay;
7390;12;86;207;Lake_Maryut;
7391;227;81;38;Lake_Burullus;
7392;94;23;174;Lake_Dishdi;
7393;44;172;171;Kassab_Sea;
7394;225;128;245;Lake_Bardawil;
7395;133;42;14;Chao_Phraya_Estuary;
7396;60;67;157;Upper_Mekong_River;
7397;58;5;199;Mekong_Delta;
7398;18;150;151;Pearl_River_Estuary;
7399;20;117;220;Kolyma_Estuary;
7400;210;192;95;Kolyma_River;
7401;241;64;211;Upper_Yangtze_River;
7402;116;8;174;Hangzhou_Bay;
7403;213;240;216;Parana-Uruguay_Estuary;
7404;25;196;243;Central_Amazon_River;
7405;107;88;168;Upper_Amazon_River;
7406;205;55;167;Georgia_Strait;
7407;78;216;239;Gulf_of_Farallones;
7408;199;225;153;Puget_Sound;
7409;49;240;149;Haro_Strait;
7410;193;252;20;Chandeleur_Sound;
7411;202;69;121;Lake_Borgne;
7412;114;123;1;Central_Mississippi;
7413;18;87;65;Upper_Mississippi;
7414;32;201;250;Chesapeak_Bay;
7415;39;127;141;Albemarle_Sound;
7416;53;87;128;Plymouth;
7417;67;94;131;Bradford;
7418;131;140;39;Carlisle;
7419;41;92;30;Barrow-in-Furness;
7420;56;140;32;Salisbury;
7421;83;193;30;Stoke-on-Trent;
7422;138;60;233;Brighton;
7423;2;209;58;Canterbury;
7424;79;35;87;Winchester;
7425;6;108;47;Bath;
7426;194;137;222;Manchester;
7427;124;7;111;Merseyside;
7428;47;18;71;Newcastle;
7429;10;35;45;Kerr;
7430;176;116;60;Leeds;
7431;245;216;54;North Lincolnshire;
7432;6;60;233;Birmingham;
7433;88;255;183;Rutland;
7434;106;163;156;Anglesey;
7435;3;165;112;Bedforshire;
7436;24;223;205;Norwich;
7437;13;135;255;Westminster;
7438;140;110;48;Isle of Wight;
7439;199;239;36;East Sussex;
7440;66;141;87;Rochester;
7441;3;12;225;Falmouth;
7442;38;12;141;Portsmouth;
7443;19;3;64;West Bank;
7444;18;125;186;Tiberias;
7445;235;118;29;Nazareth;
7446;108;214;60;Haifa;
7447;207;138;8;Ramla;
7448;181;161;61;Bayt Lahm;
7449;182;243;118;Beersheba;
7450;140;88;137;Eilat;
7451;103;170;156;Afula;
7452;121;124;39;Irbid;
7453;232;150;61;Qatsrin;
7454;80;248;55;As Suwayda;
7455;250;186;167;Rutba;
7456;98;131;253;Al Bukamal;
7457;200;127;136;Safawi;
7458;123;73;171;Al Qurayyat;
7459;18;212;188;Sakaka;
7460;131;253;45;Al Salman;
7461;6;150;9;Al Batha;
7462;20;240;97;Shubaytah;
7463;51;74;18;Ardah;
7464;192;24;121;Thabhloten;
7465;165;127;186;Al Mazyunah;
7466;195;151;108;Al-Kharkhir;
7467;171;175;153;Thamud;
7468;24;81;72;Sharurah;
7469;63;171;41;Grand Gedeh;
7470;204;168;20;Grand Bassa;
7471;186;0;74;Krou;
7472;44;242;9;Gour;
7473;52;234;186;Faro;
7474;136;23;102;Adamawa;
7475;164;208;33;Mfoundi;
7476;205;53;4;Kadei;
7477;244;52;30;Bangui;
7478;14;29;26;Mvila;
7479;212;253;180;Western Sahara;
7480;35;224;118;Woleu-Ntem;
7481;238;2;68;Sangha;
7482;53;106;3;Likouala;
7483;162;76;77;Ogooue-Ivindo;
7484;67;18;10;Estuaire;
7485;139;135;224;Ngounie;
7486;254;54;190;Congo;
7487;237;217;97;Ogooue-Lolo;
7488;223;117;98;Haut-Ogooue;
7489;229;152;64;Cuvette;
7490;163;91;117;Lekoumou;
7491;44;215;241;Plateaux;
7492;240;193;221;Pool;
7493;117;245;97;Bouenza;
7494;103;192;210;Kisangani;
7495;84;121;157;Nyanga ;
7496;157;131;99;Petsamo;
7497;30;141;88;Kivu;
7498;79;114;210;Siebethsburg;
7499;94;46;35;Leer;
7500;90;84;30;Wremen;
7501;121;186;222;Cloppenburg;
7502;105;248;44;Atens;
7503;25;130;37;Peppenburg;
7504;32;16;78;Walsrode;
7505;227;238;65;Vechta;
7506;117;90;23;Diepholz;
7507;222;18;91;Bruchhausen;
7508;95;175;121;Tecklenburg;
7509;120;114;122;Bentheim;
7510;203;137;108;Bremerlehe;
7511;211;172;47;Kuckshafen;
7512;156;192;109;Ahaus;
7513;235;94;5;Steinfurt;
7514;112;61;89;Bunde;
7515;225;141;232;Hamelin;
7516;168;157;214;Schaumburg;
7517;208;102;30;Lemgo;
7518;204;169;254;Detmold;
7519;203;60;67;Coppenbrugge;
7520;205;110;11;Wolfsburg;
7521;92;207;144;Meine;
7522;165;164;235;Eichsfeld;
7523;186;195;20;Peine;
7524;15;100;208;Gutersloh;
7525;9;68;79;Warendorf;
7526;97;199;72;Hamminkeln;
7527;10;181;158;Emmerich;
7528;227;144;162;Borken;
7529;191;167;20;Dinslaken;
7530;109;112;87;Dorsten;
7531;40;182;202;Warberg;
7532;176;235;167;Vondern;
7533;244;181;37;Duisburg;
7534;41;67;29;Wuppertal;
7535;4;32;89;Montabaur;
7536;23;56;84;Nastatten;
7537;100;181;104;Brensbur;
7538;192;189;22;Stephanshausen;
7539;184;196;211;Rudesheim;
7540;197;223;43;Wiesbaden;
7541;83;28;131;Falkenstein;
7542;236;32;109;Schoningen;
7543;96;242;25;Duderstadt;
7544;126;189;97;Hersfeld;
7545;10;70;124;Langenselbold;
7546;48;173;174;Hanau;
7547;86;230;60;Russelsheim;
7548;197;178;248;Aschaffenburg;
7549;54;193;26;Klingenberg;
7550;79;93;251;Erbach;
7551;199;247;239;Moers;
7552;253;222;217;Revin;
7553;116;178;87;Rheingonheim;
7554;63;181;96;Rastatt;
7555;198;30;140;Alzenau;
7556;179;98;39;Pforzheim;
7557;147;11;7;Ehingen;
7558;251;192;78;Freudenstadt;
7559;200;128;40;Herrenberg;
7560;44;20;63;Tubingen;
7561;123;3;252;Balingen;
7562;210;76;120;Biberach;
7563;217;197;129;Rottenburg;
7564;246;160;123;Reutlingen;
7565;58;25;48;Todtnau;
7566;79;20;51;Villingen;
7567;111;1;18;Trossingen;
7568;44;54;226;Buchhorn;
7569;179;193;86;Lowenstein;
7570;54;245;61;Limburg;
7571;230;189;33;Wassertrudingen;
7572;243;123;251;Heidenheim;
7573;170;76;115;Steinheim;
7574;212;124;236;Hayingen;
7575;9;197;236;Zwiefalten;
7576;247;91;31;Obermarchtal;
7577;128;116;38;Stockach;
7578;107;103;72;Saulgau;
7579;216;173;254;Pfullendorf;
7580;15;97;189;Ehingen;
7581;141;83;217;Oberdischingen;
7582;191;43;32;Achstetten;
7583;118;179;50;Leutkirch;
7584;148;178;120;Laupheim;
7585;243;191;135;Ravensburg;
7586;96;20;72;uberlingen;
7587;229;53;54;Oberstaufen;
7588;154;185;6;Neresheim;
7589;3;86;40;Dischingen;
7590;34;118;210;Helfenstein;
7591;92;160;61;Altenmuhr;
7592;148;91;252;Kirchberg;
7593;194;139;92;Schwangau;
7594;55;11;162;Lindau;
7595;144;138;1;Erlangen;
7596;91;177;232;Aalen;
7597;13;148;110;Leutkirch;
7598;185;221;189;Kempten;
7599;110;36;81;Oberdischingen;
7600;122;186;173;Gaimersheim;
7601;237;44;43;Mittenwald;
7602;158;161;61;Starnberg;
7603;206;115;36;Kalkar;
7604;39;101;84;Neustadt;
7605;46;149;62;Engen;
7606;232;226;107;Dornstadt;
7607;67;77;114;Hjørring;
7608;130;106;6;Samso;
7609;167;44;228;Nordsjaelland;
7610;229;45;103;Sydsjaelland;
7611;122;34;215;Mon;
7612;14;72;71;Falster;
7613;14;152;205;Fehmarn;
7614;154;84;182;Langeland;
7615;35;102;2;Sierksdorf;
7616;239;171;125;Travemunde;
7617;19;96;214;Schonberg;
7618;112;104;178;Schwerin;
7619;154;141;179;Gustrow;
7620;126;68;106;Luchow;
7621;34;72;215;Uelzen;
7622;48;163;44;Havelburg;
7623;32;186;14;Gardelegen;
7624;212;202;168;Rudnitz;
7625;132;80;97;Frankfurt an der Oder;
7626;220;243;156;Beelitz;
7627;14;233;188;Zary;
7628;70;195;37;Nachod;
7629;134;89;250;Ziesar;
7630;191;105;172;Helmstedt;
7631;21;199;43;Harbke;
7632;108;236;77;Oschersleben;
7633;162;77;48;Mansfeld;
7634;197;142;33;Windsheim;
7635;216;2;17;Naumburg;
7636;185;226;148;Schoningen;
7637;157;125;179;Mengen;
7638;17;3;190;Meissen;
7639;144;29;23;Piensk;
7640;236;206;34;Frydek-Mistek;
7641;82;154;62;Bocholt;
7642;63;146;42;Nordstrand;
7643;130;118;40;Territoire de Belfort;
7644;132;65;99;Chemnitz;
7645;167;146;78;Eibenstock;
7646;70;110;108;Jena;
7647;104;59;67;Annaberg;
7648;77;253;129;Schonebeck;
7649;182;194;84;Ebrach;
7650;220;152;246;Limpurg;
7651;172;205;89;Beilngries;
7652;208;127;141;Kitzbuhel;
7653;50;205;8;Pegnitz;
7654;253;183;173;Kulmbach;
7655;217;125;237;Plauen;
7656;5;106;169;Iphofen;
7657;169;187;156;Neustadt;
7658;131;36;193;Crailsheim;
7659;104;29;48;Leuchtenberg;
7660;133;121;100;Eichstatt;
7661;195;212;102;Gremesdorf;
